EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,EQUIORIENTE LTDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415515,Transporte,0,325000,325000,,0,100000,425000,0,0,425000,,0,747500,1172500,,0,235000,1407500,,0,197500,1605000,0,160000,1765000,,0,225000,1990000,,0,150000,2140000,,0,205000,2345000,,0,465000,2810000,,0,390000,3200000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,No operacionales,0,9847115,9847115,,0,6823356,16670471,0,8379394,25049865,,0,7269829,32319694,,0,8707977,41027671,,0,7673385,48701056,0,5662876,54363932,,0,9377502,63741434,,0,7050235,70791669,,0,7192467,77984136,,0,8242787,86226923,,0,4869227,91096150,
4210,Financieros,0,8491,8491,,0,11670,20161,0,14542,34703,,0,16079,50782,,0,12936,63718,,0,171494,235212,0,76252,311464,,0,73730,385194,,0,69406,454600,,0,64152,518752,,0,56845,575597,,0,103419,679016,
421005,Intereses,0,8491,8491,,0,11670,20161,0,14542,34703,,0,16079,50782,,0,12936,63718,,0,104053,167771,0,11408,179179,,0,11503,190682,,0,9812,200494,,0,7209,207703,,0,2571,210274,,0,245,210519,
421095,intereses prestamos socios,,,,,,,,,,,,,,,,,,,,,67441,67441,,64844,132285,,,62227,194512,,,59594,254106,,,56943,311049,,,54274,365323,,,103174,468497,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,ARRENDAMIENTOS APARTAMENTOS,0,1849000,1849000,,0,1849000,3698000,0,1249000,4947000,,0,1268900,6215900,,0,1288800,7504700,,0,1288800,8793500,0,1288800,10082300,,0,1288800,11371100,,0,1288800,12659900,,0,1288800,13948700,,0,1288800,15237500,,0,1288800,16526300,
422010,Apartamentos Arrendados,0,1849000,1849000,,0,1849000,3698000,0,1249000,4947000,,0,1268900,6215900,,0,1288800,7504700,,0,1288800,8793500,0,1288800,10082300,,0,1288800,11371100,,0,1288800,12659900,,0,1288800,13948700,,0,1288800,15237500,,0,1288800,16526300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,Servicios,0,7989624,7989624,,0,4962680,12952304,0,7115852,20068156,,0,5984850,26053006,,0,7406240,33459246,,0,6213000,39672246,0,4295391,43967637,,0,8014677,51982314,,0,5691827,57674141,,0,5839339,63513480,,0,6896946,70410426,,0,3471702,73882128,
423510,VENTAS SIN IVA,0,7989624,7989624,,0,4962680,12952304,0,7115852,20068156,,0,5984850,26053006,,0,7406240,33459246,,0,6213000,39672246,0,4295391,43967637,,0,8014677,51982314,,0,5691827,57674141,,0,5839339,63513480,,0,6896946,70410426,,0,3471702,73882128,
4295,DIVERSOS,0,0,,,0,6,6,0,43,49,,0,75,124,,0,1,125,,0,91,216,0,2433,2649,,0,295,2944,,0,202,3146,,0,176,3322,,0,196,3518,,0,5306,8824,
429581,Ajuste al peso ,0,0,,,0,6,6,0,43,49,,0,75,124,,0,1,125,,0,91,216,0,2433,2649,,0,295,2944,,0,202,3146,,0,176,3322,,0,196,3518,,0,5306,8824,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,GASTOS,8400620,0,8400620,,9693071,0,18093691,8371715,0,26465406,,12711829,0,39177235,,10565555,0,49742790,,8819295,0,58562085,9153751,0,67715836,,13697507,0,81413343,,12742609.75,0,94155952.75,,14189429.75,0,108345382.5,,12547219.75,0,120892602.25,,9955164.75,0,130847767,
51,Operacionales de administración,8116046,0,8116046,,7966455,0,16082501,7903971,0,23986472,,11049135,0,35035607,,9890052,0,44925659,,8345602,0,53271261,8661808,0,61933069,,10142788,0,72075857,,12198218.75,0,84274075.75,,13649168.75,0,97923244.5,,12035856.75,0,109959101.25,,9451620.75,0,119410722,
5105,Gastos de personal,1600392,0,1600392,,4130279,0,5730671,4439790,0,10170461,,4419929,0,14590390,,4484929,0,19075319,,4419929,0,23495248,4836778,0,28332026,,4599929,0,32931955,,4419929,0,37351884,,4419929,0,41771813,,4469929,0,46241742,,3285180,0,49526922,
510506,Sueldos,929368,0,929368,,2643170,0,3572538,2841503,0,6414041,,2841503,0,9255544,,2841503,0,12097047,,2841503,0,14938550,2841503,0,17780053,,2841503,0,20621556,,2841503,0,23463059,,2841503,0,26304562,,2841503,0,29146065,,1989052,0,31135117,
5105,Horas extras ,0,0,0,,0,0,0,0,0,0,,0,0,0,,5000,,5000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
510527,Auxilio de transporte,0,0,,,74391,0,74391,97032,0,171423,,97032,0,268455,,97032,0,365487,,97032,0,462519,97032,0,559551,,97032,0,656583,,97032,0,753615,,97032,0,850647,,97032,0,947679,,67922,0,1015601,
510530,Cesantías,77416,0,77416,,226373,0,303789,244780,0,548569,,244780,0,793349,,244780,0,1038129,,244780,0,1282909,244780,0,1527689,,244780,0,1772469,,244780,0,2017249,,244780,0,2262029,,244780,0,2506809,,244780,0,2751589,
510533,Intereses sobre cesantías,9289,0,9289,,27176,0,36465,29385,0,65850,,29385,0,95235,,29385,0,124620,,29385,0,154005,29385,0,183390,,29385,0,212775,,29385,0,242160,,29385,0,271545,,29385,0,300930,,29385,0,330315,
510536,Prima de servicios,77416,0,77416,,110220,0,187636,118491,0,306127,,118491,0,424618,,118491,0,543109,,118491,0,661600,118491,0,780091,,118491,0,898582,,118491,0,1017073,,118491,0,1135564,,118491,0,1254055,,118491,0,1372546,
510539,Vacaciones,38755,0,38755,,226373,0,265128,244780,0,509908,,244780,0,754688,,244780,0,999468,,244780,0,1244248,244780,0,1489028,,244780,0,1733808,,244780,0,1978588,,244780,0,2223368,,244780,0,2468148,,244780,0,2712928,
510545,Auxilios,149248,0,149248,,319818,0,469066,319818,0,788884,,319818,0,1108702,,319818,0,1428520,,319818,0,1748338,319818,0,2068156,,319818,0,2387974,,319818,0,2707792,,319818,0,3027610,,319818,0,3347428,,223873,0,3571301,
510551,Dotación y elementos seguridad  trabajadores,0,0,,,,0,,19861,0,19861,,0,0,19861,,60000,0,79861,,0,0,79861,416849,0,496710,,180000,0,676710,,,0,676710,,0,0,676710,,50000,0,726710,,0,0,726710,
510568,Aportes a administradoras de riesgos profesionales arp,9500,0,9500,,64500,0,74000,69400,0,143400,,69400,0,212800,,69400,0,282200,,69400,0,351600,69400,0,421000,,69400,0,490400,,69400,0,559800,,69400,0,629200,,69400,0,698600,,48579,0,747179,
510569,Aportes a entidades promotoras de salud eps,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
510570,Aportes a fondos de pensiones y/o cesantías,232000,0,232000,,332458,0,564458,341040,0,905498,,341040,0,1246538,,341040,0,1587578,,341040,0,1928618,341040,0,2269658,,341040,0,2610698,,341040,0,2951738,,341040,0,3292778,,341040,0,3633818,,238728,0,3872546,
510572,Aportes cajas de compensación familiar,77400,0,77400,,105800,0,183200,113700,0,296900,,113700,0,410600,,113700,0,524300,,113700,0,638000,113700,0,751700,,113700,0,865400,,113700,0,979100,,113700,0,1092800,,113700,0,1206500,,79590,0,1286090,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,Honorarios,300000,0,300000,,300000,0,600000,300000,0,900000,,300000,0,1200000,,500000,0,1700000,,300000,0,2000000,300000,0,2300000,,300000,0,2600000,,300000,0,2900000,,300000,0,3200000,,300000,0,3500000,,300000,0,3800000,
511025,Asesoria Juridica ,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
511030,Asesoría financiera,300000,0,300000,,300000,0,600000,300000,0,900000,,300000,0,1200000,,300000,0,1500000,,300000,0,1800000,300000,0,2100000,,300000,0,2400000,,300000,0,2700000,,300000,0,3000000,,300000,0,3300000,,300000,0,3600000,
511095,EXOGENA,,,,,,,,,,,,,,,,200000,,200000,,,,200000,,,200000,,,,200000,,,,200000,,,,200000,,,,200000,,,,200000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,Impuestos,2464000,0,2464000,,,0,2464000,50580,0,2514580,,2000,0,2516580,,136030,0,2652610,,,0,2652610,0,0,2652610,,,0,2652610,,,0,2652610,,,0,2652610,,,0,2652610,,315000,0,2967610,
511505,Insdustria y Comercio ,0,0,,,0,0,,0,0,,,0,0,,,136000,0,136000,,0,0,136000,0,0,136000,,0,0,136000,,0,0,136000,,0,0,136000,,0,0,136000,,315000,0,451000,
511515,A la propiedad raiz ,1832000,0,1832000,,0,0,1832000,0,0,1832000,,0,0,1832000,,0,0,1832000,,0,0,1832000,0,0,1832000,,0,0,1832000,,0,0,1832000,,0,0,1832000,,0,0,1832000,,0,0,1832000,
511540,De vehículos,632000,0,632000,,0,0,632000,50580,0,682580,,0,0,682580,,0,0,682580,,0,0,682580,0,0,682580,,0,0,682580,,0,0,682580,,0,0,682580,,0,0,682580,,0,0,682580,
511595,Otros,0,,,,,,,,,,,2000,,2000,,30,,2030,,,,2030,,,2030,,0,,2030,,0,,2030,,0,,2030,,0,,2030,,0,,2030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,Arrendamientos,1000000,0,1000000,,1021000,0,2021000,1000000,0,3021000,,1806723,0,4827723,,2080000,0,6907723,,1000000,0,7907723,1046100,0,8953823,,1000000,0,9953823,,1000000,0,10953823,,1000000,0,11953823,,1000000,0,12953823,,1000000,0,13953823,
512010,Construcciones y edificaciones,1000000,0,1000000,,1000000,0,2000000,1000000,0,3000000,,1000000,0,4000000,,1000000,0,5000000,,1000000,0,6000000,1000000,0,7000000,,1000000,0,8000000,,1000000,0,9000000,,1000000,0,10000000,,1000000,0,11000000,,1000000,0,12000000,
512015,Maquinaria y equipo ,0,0,,,21000,,21000,0,0,21000,,806723,,827723,,1080000,0,1907723,,0,,1907723,46100,0,1953823,,0,,1953823,,0,,1953823,,0,,1953823,,0,,1953823,,0,,1953823,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,AFILIACIONES Y CONTRIBUCIONES,130000,,130000,,,,130000,,,130000,,0,,130000,,,,130000,,,,130000,,,130000,,0,,130000,,0,,130000,,0,,130000,,0,,130000,,0,,130000,
512510,Afiliaciones ,130000,0,130000,,,,130000,0,,130000,,0,,130000,,0,0,130000,,,,130000,0,,130000,,0,,130000,,0,,130000,,0,,130000,,0,,130000,,0,,130000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,Seguros,,0,,,,0,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,
513095,Otros,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,Servicios,1729670,0,1729670,,1574494,0,3304164,1593698,0,4897862,,1221247,0,6119109,,1986125,0,8105234,,1898251,0,10003485,1813459,0,11816944,,1730830,0,13547774,,1661657,0,15209431,,2747607,0,17957038,,2532985,0,20490023,,863540,0,21353563,
513505,Aseo y vigilancia,30000,0,30000,,30000,0,60000,0,0,60000,,30000,0,90000,,0,0,90000,,35000,0,125000,30000,0,155000,,30000,0,185000,,50000,0,235000,,30000,0,265000,,0,0,265000,,30000,0,295000,
513510,Temporales,1307000,0,1307000,,705000,0,2012000,925000,0,2937000,,537000,0,3474000,,1520000,0,4994000,,1312000,0,6306000,1150000,0,7456000,,1235000,0,8691000,,1155000,0,9846000,,1827500,0,11673500,,1635000,0,13308500,,655000,0,13963500,
513525,Acueducto y alcantarillado,47820,0,47820,,51390,0,99210,51770,0,150980,,46090,0,197070,,46070,0,243140,,57670,0,300810,58770,0,359580,,58840,0,418420,,59020,0,477440,,60570,0,538010,,61320,0,599330,,61850,0,661180,
513530,Energía eléctrica,66500,0,66500,,68500,0,135000,89091,0,224091,,68513,0,292604,,70858,0,363462,,86600,0,450062,82806,0,532868,,93107,0,625975,,90374,0,716349,,90918,0,807267,,104676,0,911943,,116690,0,1028633,
513535,Teléfono fijo y moviles,268350,0,268350,,719604,0,987954,527837,0,1515791,,317644,0,1833435,,349197,0,2182632,,326981,0,2509613,311883,0,2821496,,313883,0,3135379,,307263,0,3442642,,338619,0,3781261,,415989,0,4197250,,0,0,4197250,
513540,Correo portes y telegrama,10000,0,10000,,0,0,10000,0,0,10000,,0,0,10000,,0,0,10000,,0,0,10000,0,0,10000,,0,0,10000,,0,0,10000,,0,0,10000,,0,0,10000,,0,0,10000,
513595,Otros ,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
513550,"Transportes, fletes y acarreos",0,0,,,0,0,,0,0,,,222000,0,222000,,0,0,222000,,80000,0,302000,180000,0,482000,,0,0,482000,,0,0,482000,,400000,0,882000,,316000,0,1198000,,0,0,1198000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,Gastos legales,0,0,,,5800,0,5800,0,0,5800,,1600136,0,1605936,,5800,0,1611736,,,0,1611736,5800,0,1617536,,5800,0,1623336,,5800,0,1629136,,22600,0,1651736,,,0,1651736,,,0,1651736,
514005,Notariales,0,0,,,0,0,,0,0,,,0,0,,,,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
514010,Registro mercantil,0,0,,,5800,0,5800,0,0,5800,,1600136,0,1605936,,5800,0,1611736,,0,0,1611736,5800,0,1617536,,5800,0,1623336,,5800,0,1629136,,5800,0,1634936,,0,0,1634936,,0,0,1634936,
514015,Trámites y licencias,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
514095,Otros,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,16800,0,16800,,0,0,16800,,0,0,16800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,Mantenimiento y reparaciones,283680,0,283680,,506400,0,790080,160403,0,950483,,929362,0,1879845,,244500,0,2124345,,120000,0,2244345,263626,0,2507971,,1332622,0,3840593,,1005135,0,4845728,,1377272,0,6223000,,198886,0,6421886,,82142,0,6504028,
514515,Maquinaria y equipo,208680,0,208680,,506400,0,715080,1600,0,716680,,214118,0,930798,,184500,0,1115298,,120000,0,1235298,263626,0,1498924,,1124622,0,2623546,,3500,0,2627046,,1113491,0,3740537,,183886,0,3924423,,82142,0,4006565,
514520,Equipo de oficina,0,0,,,0,0,,120190,0,120190,,0,0,120190,,0,0,120190,,0,0,120190,0,0,120180,,0,0,120180,,0,0,120180,,35714,0,155894,,0,0,155894,,0,0,155894,
514525,Equipo de computación y comunicación,0,0,,,0,0,,0,0,,,0,0,,,60000,0,60000,,0,0,60000,0,0,60000,,0,0,60000,,332521,0,392521,,50000,0,442521,,0,0,442521,,0,0,442521,
514540,Flota y equipo de transportes,75000,0,75000,,0,0,75000,38613,0,113613,,715244,0,828857,,0,0,828857,,0,0,828857,0,0,828857,,208000,0,1036857,,669114,0,1705971,,178067,0,1884038,,15000,0,1899038,,0,0,1899038,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,Adecuación e instalación,12000,0,12000,,9600,0,21600,12400,0,34000,,,0,34000,,0,0,34000,,62200,0,96200,,0,96200,,25000,0,121200,,241765,0,362965,,,0,362965,,71009,0,433974,,176143,0,610117,
515005,Instalaciones electricas ,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
515010,Arreglos ornamentales,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
515015,Reparaciones locativas ,12000,0,12000,,9600,0,21600,12400,0,34000,,0,0,34000,,0,0,34000,,62200,0,96200,0,0,96200,,25000,0,121200,,241765,0,362965,,0,0,362965,,71009,0,433974,,176143,0,610117,
515095,Otros,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,Depreciacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083714.75,,3083714.75,,3083714.75,,6167429.5,,3083714.75,,9251144.25,,3083714.75,,12334859,
516005,construcciones y edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116666.75,,2116666.75,,2116666.75,,4233333.5,,2116666.75,,6350000.25,,2116666.75,,8466667,
516010,maquinaria y equipo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,,11198,,11198,,22396,,11198,,33594,,11198,,44792,
516015,equipo de oficina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,,23000,,23000,,46000,,23000,,69000,,23000,,92000,
516020,equipo de computacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67950,,67950,,67950,,135900,,67950,,203850,,67950,,271800,
516035,flota y equipo de transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864900,,864900,,864900,,1729800,,864900,,2594700,,864900,,3459600,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,Diversos,596304,0,596304,,418882,0,1015186,347100,0,1362286,,769738,0,2132024,,452668,0,2584692,,545222,0,3129914,396045,0,3525959,,1148607,0,4674566,,480218,0,5154784,,698046,0,5852830,,379333,0,6232163,,345901,0,6578064,
519505,Comisiones,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
519520,Gastos de representación y relaciones públicas,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,117941,0,117941,
519525,Elementos de aseo y cafetería,18400,0,18400,,63400,0,81800,28400,0,110200,,23900,0,134100,,36800,0,170900,,4600,0,175500,36800,0,212300,,0,0,212300,,55496,0,267796,,89665,0,357461,,94033,0,451494,,0,0,451494,
519530,"Utiles, papelería y fotocopias",32400,0,32400,,0,0,32400,15000,0,47400,,0,0,47400,,47173,0,94573,,0,0,94573,33445,0,128018,,158151,0,286169,,171974,0,458143,,75335,0,533478,,14500,0,547978,,1260,0,549238,
519535,Combustibles Turbo,5000,0,5000,,194282,0,199282,100000,0,299282,,200000,0,499282,,300000,0,799282,,357968,0,1157250,300000,0,1457250,,466229,0,1923479,,246948,0,2170427,,492725,0,2663152,,0,0,2663152,,100000,0,2763152,
519540,Combustible Mantenimiento,295000,0,295000,,120000,0,415000,100000,0,515000,,106500,0,621500,,60000,0,681500,,40000,0,721500,0,0,721500,,160000,0,881500,,0,0,881500,,0,0,881500,,250000,0,1131500,,0,0,1131500,
519545,Taxis y buses,0,0,,,34300,0,34300,20000,0,54300,,0,0,54300,,0,0,54300,,62154,0,116454,0,0,116454,,0,0,116454,,0,0,116454,,24000,0,140454,,0,0,140454,,24500,0,164954,
519555,Peajes,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,14800,0,14800,,0,0,14800,
519560,Casino y restaurante,0,0,,,0,0,,0,0,,,29500,0,29500,,0,0,29500,,28000,0,57500,0,0,57500,,0,0,57500,,0,0,57500,,0,0,57500,,0,0,57500,,0,0,57500,
519565,Parqueaderos,5221,0,5221,,6900,0,12121,8700,0,20821,,9361,0,30182,,7400,0,37582,,5500,0,43082,25800,0,68882,,10400,0,79282,,5800,0,85082,,16321,0,101403,,3000,0,104403,,2200,0,106603,
519595,Otros,240283,0,240283,,0,0,240283,75000,0,315283,,400477,0,715760,,1295,0,717055,,47000,0,764055,0,0,764055,,353827,0,1117882,,0,0,1117882,,0,0,1117882,,3000,0,1120882,,100000,0,1220882,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Operacionales de ventas,208051,0,208051,,1608350,0,1816401,345932,0,2162333,,1550148,0,3712481,,401069,0,4113550,,385624,0,4499174,401069,0,4900243,,3447502,0,8347745,,401069,0,8748814,,401069,0,9149883,,401069,0,9550952,,401069,0,9952021,
5215,Impuestos,0,0,,,,0,,0,0,,,0,0,,,0,0,,,,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
521595,Otros,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,Arrendamientos,0,0,,,,0,,205100,0,205100,,205100,0,410200,,205100,0,615300,,205100,0,820400,205100,0,1025500,,205100,0,1230600,,205100,0,1435700,,205100,0,1640800,,205100,0,1845900,,205100,0,2051000,
522015,Maquinaria y equipo,0,0,,,,0,,205100,0,205100,,205100,0,410200,,205100,0,615300,,205100,0,820400,205100,0,1025500,,205100,0,1230600,,205100,0,1435700,,205100,0,1640800,,205100,0,1845900,,205100,0,2051000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
